>	11:31:01	51.130166	17.043095	159.30	28	41	42	0.01	4.60	44.50	-0.31603	0.02873	11.45386
											-0.18675	-0.25857	9.55287
											1.30723	-0.36392	12.35887
											1.49877	-0.45969	11.92791
											1.14443	-1.13964	10.15141
											0.78051	-1.50356	10.70208
											-0.08140	-0.62728	8.13071
											0.67995	0.25857	12.46421
											-1.39821	0.40223	7.72369
											-0.03352	0.97683	11.81299
											0.08619	1.23541	10.87925
											-0.16759	0.51715	8.91601
											1.69509	-0.56982	10.59674
											0.45011	-0.89543	10.52970
											0.16759	-0.13886	9.13627
											0.37350	0.42617	10.95108
											0.78530	0.39265	9.69652
											1.46046	-0.67995	11.27190
											0.50757	-1.67115	10.73081
											-0.06704	-1.57538	9.00699
											0.25379	-1.44131	11.56399
											-0.40701	-1.16358	9.70609
											-0.52194	-1.30723	7.40287
											0.77093	-1.53229	12.12424
											0.51236	-1.09176	11.56878
											0.30646	-0.26815	8.99262
>	11:31:03	51.130145	17.042949	158.30	28	41	42	0.01	4.60	44.60	0.78051	0.29688	11.05163
											-0.09098	0.18196	10.71645
											0.04310	-0.10056	9.50498
											0.19154	-0.10056	9.60554
											0.50757	-0.13886	10.91277
											0.35913	-0.15323	9.05008
											1.55623	-0.45490	11.53048
											0.52672	-0.34477	10.76912
											0.70390	-0.05267	9.45710
											1.40779	-0.61292	12.08114
											-0.00958	-1.10133	10.55364
											0.25379	-1.24977	10.03170
											0.17238	-0.85712	10.97981
											0.22505	-0.40701	9.08839
											0.06704	-0.25857	10.92714
											0.10056	0.00000	9.82102
											0.47884	0.09098	9.42358
											1.08697	-0.04788	10.55843
											0.94810	-0.06225	10.64462
											0.60813	0.20590	8.82982
											1.35991	0.22027	10.74518
											0.36392	0.46448	11.13783
											-0.04788	0.32082	9.55287
											-0.10534	0.09098	12.24395
											-0.80924	-0.36871	10.29028
											-0.45490	-0.72784	9.63427
>	11:31:05	51.130125	17.042787	152.40	28	41	42	0.01	4.60	44.60	0.45011	-0.91937	10.11311
											0.77572	-0.98641	8.80587
											1.42216	-1.09654	10.76433
											0.72305	-0.68474	11.15219
											0.24900	-0.11492	8.05888
											1.30245	-0.40701	12.06678
											0.07661	-0.40701	9.86411
											0.26336	-0.41180	10.04607
											0.71347	-0.23463	11.71722
											1.87227	-0.51715	11.69807
											0.92895	0.11013	11.68849
											0.79966	0.43574	8.24084
											1.58496	0.85234	10.77391
											0.11971	0.90501	9.72046
											0.73741	0.31125	12.22958
											-0.68953	-0.33519	11.01333
											0.01437	-0.02873	10.01734
											-0.05267	0.11492	12.82334
											-5.82749	-9.12191	-5.82749
											1.17795	-0.62249	10.29507
											1.09176	0.07183	9.82580
											1.15879	1.00078	10.10832
											0.70868	1.37427	9.15543
											1.34075	0.98641	10.27591
											1.27850	-0.28252	11.09473
											0.60813	-0.83318	10.01734
>	11:31:06	51.130116	17.042709	152.00	27	39	41	0.01	4.60	44.60	2.31759	-0.33998	11.57357
											1.05824	0.35913	12.15297
											0.55545	0.54109	11.11867
											3.63440	0.37350	17.56865
											-2.66714	-0.62728	7.09163
											2.32238	-0.98162	8.69574
											-0.06225	0.54588	12.68448
											0.36392	1.02951	5.83706
											1.05824	0.67995	13.38838
											1.08218	0.50757	9.53371
											1.95846	-0.52194	16.82166
											-1.13006	-1.32639	12.17212
											0.33998	-1.16837	14.84884
											-0.56024	-0.57940	11.86088
											-2.03507	-0.06225	8.48026
											0.24421	0.62728	9.43794
											2.38941	1.31681	13.27824
											3.24175	1.58975	6.68461
											5.67905	0.06225	16.17044
											0.86191	-0.62728	14.46577
											-6.60800	0.32561	-0.97683
											2.21703	0.22027	11.00854
											2.34632	2.71981	11.89918
											1.13006	1.14443	10.56322
											1.51314	-0.54109	11.92791
											0.11971	-1.57538	8.36055
>	11:31:08	51.130081	17.042607	150.10	27	39	41	0.01	4.60	44.60	-1.76692	-1.33596	15.81610
