>	11:13:00	51.117016	17.042131	127.30	25	43	53	0.00	7.80	50.00	11.71722	11.95664	4.24253
										10.76194	11.98059	3.28963
										11.16177	12.82813	3.61524
										11.15698	12.04283	3.87382
										10.80743	11.86327	3.63440
										12.00932	11.82736	3.54102
										11.77468	12.72279	3.95283
										11.23599	12.60068	3.62482
										11.39879	12.72758	3.83791
										11.60709	12.73715	3.78284
										10.93911	12.36845	3.42850
										9.52174	13.19684	3.81636
										9.71088	12.51449	3.58651
										10.36689	13.26627	3.79481
										10.42914	13.29740	3.65355
										9.94073	13.19205	3.83791
										10.41717	13.23754	3.97437
										10.77870	12.80180	3.81636
										10.56322	13.58709	3.90255
										10.40759	13.28782	3.69425
										10.29746	13.18726	3.87621
										-2.30083	4.90333	0.00000
										10.69969	13.45781	3.56736
										11.95664	12.97418	3.62243
										12.68687	12.78504	4.05338
										13.31416	12.42591	3.39737
>	11:13:05	51.117016	17.042149	127.50	25	43	53	0.00	7.80	50.00	13.43865	11.44668	3.65595
										14.16889	10.46984	2.50673
										14.26226	10.37647	2.80361
										14.18565	14.07072	3.45004
										12.86644	13.06995	4.03662
										13.49133	8.54491	3.22020
										15.11460	11.80341	2.99036
										15.24867	11.62146	3.64158
										13.84806	13.30697	2.77967
										11.54963	14.24550	4.41251
										12.15536	11.68849	4.55617
										7.62074	13.14417	3.31836
										9.64145	12.80419	3.61764
										14.04439	12.08354	3.48117
										14.89433	11.26711	3.47878
										8.88728	12.37323	3.86664
										8.81306	12.49534	4.21619
										7.09641	11.09473	2.49715
										9.80665	12.36845	2.92332
										-2.30083	-0.00239	39.04225
										12.87362	13.13698	3.61046
										11.76990	13.59667	3.87382
										10.77151	13.42190	3.24893
										13.22796	11.91115	4.39575
										12.04044	12.01889	4.45082
										11.07797	11.53526	4.18267
>	11:13:10	51.117007	17.042169	128.20	27	45	52	0.00	7.80	50.00	10.96544	11.08994	4.98233
										10.03170	11.44428	3.48356
										8.74123	12.34450	3.08373
										8.88249	11.44907	3.67989
										10.95826	12.06678	3.73974
										10.29267	12.41394	3.56975
										11.54723	11.90397	4.14915
										11.36049	12.53843	3.42131
										11.74117	13.82173	3.72777
										12.12663	12.35169	3.87861
										9.38048	12.66054	2.79403
										9.47625	11.90637	3.85227
										12.41394	12.06438	4.62081
										12.01889	11.74835	3.58173
										13.02206	9.85693	3.66313
										13.80497	11.17374	3.32315
										13.45063	10.36211	4.37181
										13.81454	9.85214	2.95205
										15.39232	12.11705	2.98318
										12.84968	12.80419	2.37984
										10.49618	13.30219	3.73495
										12.23916	12.12663	4.66151
										15.33247	11.41316	0.07422
										12.93108	14.58308	2.96163
										9.50737	13.23754	2.09971
										9.96946	13.48654	3.19865
										11.59272	13.81933	4.38378
										9.35415	14.14494	3.22260
										9.55526	13.15614	3.51229
										13.44584	12.65096	3.85706
										13.72596	12.42591	3.91931
										11.60470	11.90158	4.49631
										10.75475	12.75391	4.27365
										11.19050	12.31577	3.25372
										11.39879	12.50970	4.27365
										9.33260	12.09551	3.59609
										18.94771	25.27798	7.24485
										10.92714	12.53365	3.85227
										9.01417	12.67969	3.82833
										10.26634	13.53682	3.94804
										9.70131	13.59188	3.83312
										11.49696	12.86405	3.65355
										11.36288	11.76511	5.76284
										11.59512	12.08354	3.83791
										11.68131	16.18959	0.40462
										10.40041	13.29500	3.24175
										10.15860	14.85363	2.42293
										11.13304	14.70519	-0.74460
										11.26232	16.80969	2.32716
										10.66617	13.86003	3.53145
										10.95587	12.82574	4.69024
										11.96383	12.97657	3.90015
										11.19768	13.20163	3.82593
										12.90954	13.98214	3.97916
										11.37485	13.13938	3.97916
										11.49696	12.51449	3.46680
										10.51773	14.21916	3.06937
										10.10832	13.37640	3.30639
										11.20965	13.37162	3.27766
										11.39401	13.42908	5.22175
										10.31901	13.00291	3.15795
										10.86489	12.97657	4.44124
										12.10987	12.21282	4.37421
										12.92630	13.20642	3.82115
										13.09389	13.29021	3.25372
										12.66054	12.79940	3.34470
										12.21522	13.35965	4.27844
										10.18972	12.92630	4.16112
										9.49301	13.00530	3.38061
										12.15536	13.60625	3.63919
										9.42837	12.66772	3.63679
										11.27908	13.89595	3.49075
										9.78510	14.23353	4.13479
										11.84412	13.38359	3.74453
										11.75314	13.35965	2.75333
										13.34767	14.34366	4.06775
>	11:13:21	51.117507	17.043018	167.00	27	46	55	0.00	7.80	50.00	11.87045	13.09149	3.22260
										11.31260	12.51689	4.00789
										11.66694	12.04283	5.01825
										11.58315	13.45302	1.91297
										10.67096	13.99650	4.57771
										-2.30083	4.90333	0.00000
