>	11:26:01	51.130254	17.037208	119.40	19	32	36	0.01	5.10	41.70	0.40701	-0.38307	10.40041
											0.42617	-0.35913	10.39084
											0.40701	-0.35434	10.39084
											0.38786	-0.38786	10.37168
											0.39265	-0.36392	10.36211
											0.40701	-0.32561	10.37647
											0.41180	-0.28730	10.38126
											0.39744	-0.28252	10.37647
											0.37828	-0.26336	10.36689
											0.38786	-0.27773	10.37168
											0.41180	-0.29209	10.38605
											0.42617	-0.29688	10.39562
											0.41659	-0.34477	10.39084
											0.41180	-0.41659	10.39084
											0.42138	-0.44053	10.39084
											0.41180	-0.44532	10.35732
											0.39265	-0.36392	10.35253
											0.38307	-0.27773	10.36211
											0.39265	-0.26336	10.38126
											0.41180	-0.26336	10.39562
											0.45490	-0.28730	10.41478
											0.45011	-0.32561	10.39084
											0.41180	-0.35434	10.39562
											0.40701	-0.36871	10.35253
											0.41659	-0.35913	10.37647
											0.42138	-0.26815	10.36689
>	11:26:02	51.130249	17.037203	120.30	18	31	36	0.01	5.10	41.70	0.38786	-0.18196	10.38126
											0.38307	-0.25379	10.39084
											0.43574	-0.34955	10.40999
											0.45490	-0.41180	10.38605
											0.43096	-0.39265	10.36689
											0.39265	-0.33519	10.37168
											0.38786	-0.29688	10.37168
											0.41180	-0.27294	10.38605
											0.43096	-0.25857	10.39562
											0.42617	-0.27294	10.40041
											0.40223	-0.26336	10.40520
											0.38307	-0.22027	10.38605
											0.38786	-0.21069	10.38126
											0.40223	-0.22984	10.38126
											0.40223	-0.22505	10.39084
											0.39744	-0.20590	10.38605
											0.38786	-0.21069	10.39562
											0.38307	-0.20590	10.38605
											0.39265	-0.22027	10.37647
											0.40223	-0.21069	10.38126
											0.39265	-0.22984	10.36689
											0.40701	-0.25379	10.39084
											0.41659	-0.25379	10.38605
											0.42138	-0.24900	10.38605
											0.42138	-0.26815	10.38605
											0.40223	-0.25379	10.37647
>	11:26:03	51.130248	17.037204	120.30	18	31	36	0.01	5.10	41.60	0.48363	-0.21548	10.40041
											0.59855	-0.20111	10.49139
											0.61770	-0.22027	10.31901
											0.95289	-0.39265	10.52491
											0.61770	-0.13886	10.29507
											0.07661	-0.02394	10.38605
											-0.24421	-0.59855	10.27591
											-0.63686	-0.79009	10.24239
											-0.62728	-0.34955	10.53449
											-0.87628	-0.03831	10.59674
											-0.60813	-0.13408	10.37647
											-0.67516	-0.43574	10.46266
											-0.85234	-0.88585	10.50576
											-1.10612	-1.23062	10.39562
											-1.01035	-1.09176	10.35253
											-1.16837	-0.91937	10.16099
											-1.03430	-0.66080	10.27112
											-0.33040	-0.39265	10.08438
											-0.42138	0.05746	10.22803
											-1.09654	0.48842	10.11311
											-1.28808	0.87628	10.49139
											-1.27372	0.84276	10.75954
											-1.45089	0.66559	10.28549
											-1.84832	0.93853	10.51533
											-1.74298	0.76614	9.67257
											-2.09253	0.75178	10.40999
>	11:26:04	51.130247	17.037205	120.30	18	31	36	0.01	5.10	41.60	-0.29209	-0.62249	9.70609
											-1.10612	-0.31125	10.48660
											-1.91057	0.17238	10.18493
											-1.43173	0.15323	10.27591
											-1.35512	0.04310	9.65821
											-1.02472	-0.23942	10.29028
											-0.62728	-0.04310	11.04685
											-0.47884	-0.03831	9.77792
											-0.70390	0.26336	9.68694
											-0.43096	-0.08140	10.18493
											0.24421	0.40223	10.68293
											-0.72784	0.91459	7.67102
											0.31603	0.67038	15.58146
											-3.69665	0.24900	9.20810
											1.71425	0.52194	10.34774
											1.93930	1.09654	11.99974
											1.35512	0.26336	11.30063
											2.54264	-0.43574	11.98059
											1.85311	-0.08140	11.28627
											0.31603	0.67995	10.29986
											-0.89064	0.75178	9.80186
											-1.64242	0.37350	8.07325
											-0.42138	-0.71826	13.13938
											-1.29766	-0.50757	9.43794
											0.04788	0.42138	11.71722
											-0.55545	0.68474	11.19050
>	11:26:05	51.130241	17.037203	120.10	18	29	32	0.01	5.10	41.70	-2.60968	-0.50757	9.53371
											-1.56102	-1.17795	10.28549
											-0.43574	-1.36469	10.33816
											0.15323	-1.30245	10.02692
											0.76614	-1.16837	10.42435
											-0.14844	-0.77093	9.92157
											0.77572	-0.75657	11.09952
											0.71826	0.21548	11.09473
											-0.78530	0.69911	10.86968
											0.20111	0.63686	10.85531
											0.18675	-0.16281	10.53928
											-0.00479	0.00000	9.54329
											0.63686	0.30646	10.38605
											1.17316	-0.06704	11.14261
											0.41180	-1.34554	13.31176
											-1.87705	-1.28329	7.09163
											-0.94810	-0.44053	9.47625
											-0.56024	0.05746	11.08515
											-0.57940	0.65122	9.40442
											-0.53630	0.76136	10.09874
											-1.24977	1.01035	9.77313
											-1.98240	1.73340	10.14663
											-2.04944	2.73897	10.02692
											-0.73263	2.70545	10.31901
											0.48363	1.55144	11.51611
											0.83318	-0.45490	9.70609
>	11:26:06	51.130226	17.037199	120.00	18	29	32	0.01	5.10	41.60	0.22984	-1.15879	11.32936
											-0.34477	-0.24900	9.74919
											-0.07661	0.60813	9.71088
											-0.78530	1.32639	9.78271
											-1.15879	1.44610	9.84975
											-1.83875	1.05345	9.05966
											-0.55067	0.16281	13.27345
											-3.41892	-0.47884	11.16177
											-2.03028	-0.90980	8.77236
											-0.76614	-0.86191	12.68927
											-0.01915	-0.33998	9.78750
											1.21625	-0.27294	11.37725
											1.15879	0.49799	10.11311
											0.80924	0.99120	9.57202
											2.18351	0.79487	13.48893
											-0.86670	-0.06704	10.74518
											-2.32238	-1.60412	2.50433
											2.73418	-1.47483	15.87356
											-1.00556	0.12929	10.42435
											-1.09176	0.47884	9.69652
											0.18196	0.74220	11.44428
											-0.36392	1.31202	10.95108
											-0.53151	1.94409	10.46745
											-0.12450	1.22583	12.10508
											-0.39744	0.52194	10.01734
											1.77171	-1.32160	10.72124
>	11:26:07	51.130204	17.037194	120.00	18	29	32	0.01	5.10	41.60	1.13964	-0.21069	9.48583
											1.95367	0.33998	14.31733
											-0.71826	0.16281	10.80743
											-1.79565	0.00479	7.46033
											-0.81882	-0.39744	10.61110
											-1.11091	-0.83797	10.29028
											-0.82839	-1.31681	10.19451
											-0.08619	-1.36469	9.49540
											1.43652	-1.28808	11.61667
											1.38864	-0.89543	11.59272
											-1.14443	-0.23942	9.13148
											2.26013	0.46926	10.71645
											0.65122	0.45490	11.41555
											-0.37350	-0.50757	9.19373
											0.45011	-1.26414	10.46266
											-0.34955	-0.97683	10.02213
											-0.08619	-0.52194	9.97903
											-0.21069	-0.19154	11.59272
