>	11:15:00	51.116997	17.047613	122.60	33	58	75	0.00	7.90	50.50	9.35654	13.71399	3.26809
										10.10593	13.77863	4.14436
										12.57674	13.06995	3.54821
										12.51449	13.16811	3.53145
										13.05558	12.49534	3.80678
										11.01093	13.46020	3.88340
										10.48182	13.68286	3.78523
										9.86890	13.53203	3.67031
										10.03889	10.91517	6.08367
										12.39718	12.89278	4.68066
										13.32134	13.28543	2.55461
										12.19367	13.42429	3.48117
										11.21684	13.74272	3.51469
										10.87686	13.33092	3.44047
										10.36689	13.42190	4.18506
										11.05882	13.04361	3.41413
										13.19205	13.27585	2.71981
										13.04601	13.34049	3.93128
										11.27669	13.49611	4.24971
										10.28310	12.96460	4.00789
										10.24239	12.93108	3.32555
										10.38605	12.70363	3.30639
										10.35492	12.83771	3.76847
										11.93510	12.67012	4.10127
										13.61104	12.93348	4.23534
										11.06361	13.40753	3.67749
>	11:15:05	51.116965	17.047843	123.00	34	59	79	0.00	7.90	50.50	11.44428	13.57752	3.41892
										11.24796	12.93587	4.65433
										10.54406	13.80018	4.89614
										10.34774	13.34049	3.79481
										11.86088	13.41471	3.99832
										11.60470	12.78264	3.81636
										11.08755	12.58392	4.79319
										12.60308	12.98136	2.76770
										13.03164	13.97496	3.42850
										10.97023	12.03565	5.08768
										9.61033	13.24472	2.56419
										11.46344	13.09149	3.10289
										12.59111	12.65575	3.44765
										12.92869	13.46738	4.35026
										10.41238	13.47457	4.09169
										10.09874	11.60948	5.24809
										11.14980	13.22078	3.69665
										12.14818	13.48893	2.92811
										10.92714	14.99728	1.58257
										10.77630	12.68687	4.47476
										11.54963	12.65575	3.63919
										12.74673	12.51449	4.13957
										12.35887	13.22796	4.26886
										11.43710	13.18247	4.43167
										12.12184	13.60625	2.52588
										8.43238	12.13142	4.24013
>	11:15:09	51.116935	17.048048	123.10	34	59	79	0.00	7.90	50.50	10.22085	13.60864	-1.71664
										11.24317	11.79384	8.20014
										12.12424	9.34218	4.46040
										11.66694	13.44105	3.25611
										11.74835	13.62061	5.11162
										10.98939	13.19205	-2.51631
										12.49294	14.44661	6.88812
										11.59033	11.66934	4.47716
										10.67335	11.52569	1.49398
										10.11550	12.47618	2.70305
										10.69490	10.71166	4.91051
										11.25514	11.86806	6.00466
										13.46738	12.17930	6.43083
										10.88883	14.26226	3.54581
										9.04290	8.88009	6.73968
										11.52808	13.81694	0.62489
										10.17775	12.68209	3.83551
										11.44907	13.79060	5.63834
										10.86968	10.65659	7.37893
