>	15:43:00	51.229571	17.248491	144.80	0	0	0	0.04	24.80	36.00	3.58412	-9.26556	2.71263
										3.55060	-9.18176	2.72700
										3.38061	-8.85615	2.75812
										3.44286	-8.44914	2.77488
										3.44047	-8.47547	2.81079
										3.47638	-8.58800	2.85149
										3.52426	-8.66462	2.79882
										3.48117	-8.59997	2.71024
										3.47878	-8.48984	2.65756
										7.09641	-17.57823	5.33907
										3.51948	-8.97826	2.69108
										3.56736	-9.02135	2.81319
										3.56975	-9.06445	2.74615
										3.62961	-9.21528	2.65038
										3.55060	-8.95431	2.58574
										3.47159	-8.78911	2.52109
										3.38301	-8.66940	2.56180
										3.37343	-8.52096	2.71502
										3.33991	-8.43238	2.73897
										3.46680	-8.78193	2.74615
										3.59609	-8.84658	2.80122
										3.56497	-8.79630	2.85389
										3.57454	-8.63349	2.87065
										3.55060	-8.78193	2.91853
										3.62482	-8.90404	2.94966
										3.62961	-8.69813	2.89459
>	15:43:02	51.229629	17.247534	144.50	0	0	0	0.04	24.80	36.00	3.26569	-8.36534	2.43490
										3.50272	-9.16740	2.57856
										3.68468	-9.54568	3.00712
										3.67510	-9.50019	2.76770
										3.69665	-9.34696	2.72939
										3.58651	-9.33978	2.77967
										3.56736	-8.92080	2.82755
										3.26090	-8.65983	2.60729
										3.27527	-8.29351	2.52588
										3.30400	-8.46590	2.60729
										3.33512	-8.43717	2.79882
										3.42850	-8.60955	2.79643
										3.42131	-8.60237	2.79643
										3.46441	-8.60715	2.92571
										3.44765	-8.84179	2.95444
										3.54581	-9.02135	3.03824
										3.55060	-8.98304	3.01909
										3.45244	-8.60955	2.89698
										3.46441	-8.66462	2.79403
										3.46202	-8.73165	2.77249
										3.56018	-8.78433	2.87544
										3.50751	-8.79390	2.76770
										3.38301	-8.54012	2.65278
										3.36864	-8.58561	2.65038
										3.42131	-8.72208	2.77967
										3.44286	-8.82024	2.81319
>	15:43:04	51.229678	17.246566	144.30	0	0	0	0.04	24.80	36.00	3.32794	-8.31985	2.92093
										3.46680	-8.54730	3.06937
										3.57454	-8.89685	3.10528
										3.62961	-8.97107	3.03824
										3.59609	-8.86094	2.96642
										3.58651	-9.00938	2.86825
										3.56736	-8.87531	2.81798
										3.47159	-8.86573	2.70545
										3.35188	-8.45632	2.61207
										3.16035	-8.59997	2.48758
										3.29682	-8.73884	2.47082
