>	11:13:00	51.132108	17.051909	105.30	11	16	16	0.01	9.70	30.00	1.99198	0.17717	12.49294
											1.24020	0.21548	10.73560
											1.02951	0.12929	9.08360
											0.84276	0.10534	11.45386
											-1.21625	0.10534	10.74997
											-1.38385	0.15802	8.51857
											-1.03430	0.11013	7.67102
											0.46448	-0.02394	11.53526
											0.16759	-0.27294	11.96143
											-0.25379	-0.36871	10.16578
											0.28252	-0.54109	9.81144
											0.15802	-0.72784	9.50498
											1.01993	-0.86670	10.13705
											1.51314	-0.70390	12.05720
											1.10133	-0.60334	10.93192
											0.64165	-0.43574	9.05487
											0.58419	-0.05267	9.42358
											1.11570	0.03831	12.26789
											-0.15802	0.10056	10.45308
											-0.11971	0.29209	8.00621
											-0.22027	0.08140	9.05966
											0.44532	-0.26815	11.87524
											0.20590	-0.47405	12.34450
											-0.41659	-0.10534	9.61033
											-0.44053	0.43096	8.53294
											0.70390	0.48842	11.20486
>	11:13:01	51.132086	17.051969	105.30	11	16	16	0.01	9.70	30.00	-0.51715	-0.64165	7.72848
											-0.31125	-0.70868	10.85531
											-0.81403	-0.72784	11.11867
											-0.62249	-0.40701	9.30866
											-0.66559	-0.11971	7.36935
											0.42617	-0.10056	9.39485
											1.76692	-0.33040	11.72201
											1.20668	-0.53630	10.43393
											1.60890	0.01437	9.83059
											2.34153	0.41659	10.56801
											1.70467	0.47405	11.14740
											0.58419	-0.06704	11.81778
											-0.24421	-0.49799	9.32302
											-0.31603	-0.69911	8.30309
											-0.38307	-0.84276	10.06044
											-0.35434	-0.91937	10.94629
											-0.50757	-0.89543	10.37168
											-0.35913	-0.42138	9.41400
											-0.68474	-0.23463	8.32703
											0.76614	-0.11013	11.40119
											0.84276	-0.19154	13.17290
											0.72305	-0.09098	11.07558
											0.68474	-0.21069	9.37091
											0.71347	-0.24421	8.93995
											1.58975	-0.17717	10.65420
											1.17795	-0.19632	11.54484
>	11:13:02	51.132066	17.052036	105.10	11	16	16	0.01	9.70	30.00	0.14365	0.35434	11.48259
											-0.43574	0.35434	9.64384
											0.67516	-0.01915	9.99340
											1.04866	-0.85712	11.08037
											-0.12450	-1.40779	9.93594
											-0.62249	-1.07260	8.18817
											0.90022	-1.11570	10.22803
											1.18752	-0.92416	12.58392
											-0.02873	-0.93374	12.41633
											-0.43096	-0.29688	9.09797
											-0.38307	0.20590	8.36534
											1.02951	0.50278	11.64540
											1.08218	0.48363	12.10508
											0.03831	0.35913	10.96066
											0.10056	0.18675	7.97748
											0.81882	-0.06704	9.09318
											0.56982	-0.28730	11.67413
											0.11013	-0.26815	10.69729
											0.43096	-0.02394	10.24239
											0.36871	0.34955	9.72525
											0.44532	0.66080	9.41879
											0.83318	0.72784	10.88883
											0.34955	0.92895	11.65497
											0.55067	0.99599	9.82102
											-0.24421	0.57461	8.26957
											0.37828	-0.11971	10.06044
>	11:13:03	51.132042	17.052093	104.80	11	17	17	0.01	9.70	30.10	-0.41659	-0.21548	8.18817
											0.77093	-0.40223	10.54406
											0.95289	-0.47884	10.38605
											0.60813	-0.51715	10.03649
											0.25857	-0.58897	8.80109
											1.50835	-0.56503	9.17458
											1.43652	-0.64165	10.97023
											1.08697	-0.70868	13.05319
											-0.00479	-0.37350	10.42914
											-0.24421	0.04310	7.85777
											-0.06704	0.30646	10.05086
											-0.19154	0.25379	12.33493
											-0.69432	0.27294	11.20965
											-0.84276	0.20111	8.68138
											-0.02394	0.16281	9.16500
											1.03430	0.22027	11.76032
											0.92895	0.24900	11.30542
											0.16759	0.25857	8.48505
											1.08697	0.03352	10.14663
											0.86670	-0.44532	13.35486
											0.13408	-0.60813	11.54005
											-0.54588	-0.71826	9.21768
											-0.22984	-0.32082	7.81467
											0.52672	0.02873	7.60398
											1.13006	0.09577	10.47703
											0.88107	-0.28252	12.40197
>	11:13:04	51.132017	17.052111	103.40	11	17	17	0.01	9.70	30.10	0.41180	-0.31125	10.52491
											0.40701	-0.08619	9.74919
											0.61292	0.09577	9.23683
											1.01035	0.11013	10.81700
											0.85234	-0.07661	12.18649
											-0.27294	-0.09577	9.57681
											-0.58897	-0.42138	7.46512
											0.86670	-1.00556	11.61667
											0.09098	-1.46525	11.91355
											-0.05746	-1.72861	9.73482
											0.25379	-1.65679	10.20409
											0.33519	-1.32160	11.56399
											0.17717	-1.01035	11.50175
											-0.49321	-0.65601	9.99819
											0.25857	-0.56503	9.61033
											0.37828	-0.51715	8.03015
											0.93374	-0.23942	8.82503
